Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on
Adult,26.318055556000047,71.85500000000008,Middle,2019-10-12,100.0,India,Devda,Tue Feb  1 16:04:44 2022
Hopper,26.5233333333333,72.7825,Late,2020-07-28,15.0,India,Jeloo Tiwari Jodhpur,Tue Feb  1 16:04:44 2022
Adult,26.7261111111111,71.7508333333333,Early,2020-07-05,30.0,India,"Dalpatpura , Pokhran",Tue Feb  1 16:04:44 2022
Hopper,28.5377777777778,74.6575,Early,2020-08-05,100.0,India,Phoga,Tue Feb  1 16:04:44 2022
ControlREV,28.84805555600008,73.37833333300006,Early,2019-10-05,100.0,India,BIKANER LAKHANSAR,Tue Feb  1 16:04:44 2022
ControlREV,26.70444444400005,70.85166666700007,Middle,2019-10-15,100.0,India,Mada,Tue Feb  1 16:04:44 2022
ControlREV,27.946944444000053,70.45416666700004,Middle,2019-10-19,200.0,India,53 RD,Tue Feb  1 16:04:44 2022
Hopper,26.83166666700004,71.09305555600008,Early,2019-10-05,100.0,India,Jerat,Tue Feb  1 16:04:44 2022
ControlREV,23.718333333000032,70.74777777800006,Late,2020-05-21,100.0,India,Gedi,Tue Feb  1 16:04:44 2022
Adult,25.7169444444444,77.4883333333333,Early,2020-05-31,60.0,India,Toda,Tue Feb  1 16:04:44 2022
ControlREV,26.963611111000034,70.34416666700008,Early,2019-11-05,100.0,India,Nurani,Tue Feb  1 16:04:44 2022
Adult,25.8661111111111,71.6266666666667,Middle,2020-07-14,100.0,India,"Nimbaniya ki Dhani,",Tue Feb  1 16:04:44 2022
Adult,27.538055556000074,71.09527777800008,Middle,2019-09-12,100.0,India,Sutharmandi,Tue Feb  1 16:04:44 2022
ControlREV,25.49722222200006,72.22972222200008,Early,2020-01-02,100.0,India,Jogimoki vod,Tue Feb  1 16:04:44 2022
Adult,23.687500000000057,69.06333333300006,Early,2019-11-03,100.0,India,Dharasi,Tue Feb  1 16:04:44 2022
ControlREV,26.339722222000034,70.24055555600006,Early,2019-08-01,100.0,India,Sundra,Tue Feb  1 16:04:44 2022
ControlREV,27.039444444000026,71.35222222200008,Late,2019-08-27,200.0,India,Hamirnada,Tue Feb  1 16:04:44 2022
ControlREV,27.222222222000028,71.69166666700005,Middle,2019-08-13,100.0,India,chandsar,Tue Feb  1 16:04:44 2022
Hopper,24.9013888888889,71.0508333333333,Early,2020-07-05,140.0,India,"Rata Ka Tala , Barme",Tue Feb  1 16:04:44 2022
Hopper,24.8336111111111,71.0533333333333,Late,2020-07-22,120.0,India,chota hatla,Tue Feb  1 16:04:44 2022
Swarm,27.5011111111111,80.3313888888889,Middle,2020-07-10,140.0,India,Arba Gajadharpur,Tue Feb  1 16:04:44 2022
Swarm,26.791388889000075,71.21805555600008,Middle,2019-11-17,100.0,India,Mulana,Tue Feb  1 16:04:44 2022
Swarm,25.37027777800006,72.49972222200006,Early,2020-01-05,100.0,India,Keshwana,Tue Feb  1 16:04:44 2022
Hopper,26.678888889000064,70.76194444400005,Late,2019-06-24,100.0,India,Jivajsarsar,Tue Feb  1 16:04:44 2022
Adult,28.4444444444444,72.7791666666667,Middle,2020-07-19,90.0,India,7ADPugal Bikaner,Tue Feb  1 16:04:44 2022
Hopper,29.2158333333333,74.7922222222222,Middle,2020-08-10,50.0,India,2BBKBhukara,Tue Feb  1 16:04:44 2022
ControlREV,28.18555555600005,72.09611111100008,Middle,2019-10-11,100.0,India,9 ADY,Tue Feb  1 16:04:44 2022
ControlREV,27.44222222200005,72.74388888900006,Early,2019-10-09,100.0,India,Luna,Tue Feb  1 16:04:44 2022
ControlREV,28.68666666700005,72.88388888900005,Late,2019-10-23,100.0,India,BIKANER  11LKD,Tue Feb  1 16:04:44 2022
Hopper,27.65166666700003,72.70305555600004,Middle,2019-10-15,100.0,India,Ramsinghpur,Tue Feb  1 16:04:44 2022
Hopper,27.947777778000045,72.79777777800007,Late,2019-10-30,100.0,India,Kanji ki sid,Tue Feb  1 16:04:44 2022
ControlREV,26.87750000000005,73.73583333300007,Middle,2020-05-12,600.0,India,Nand Gaon,Tue Feb  1 16:04:44 2022
ControlREV,27.132777778000047,71.84777777800008,Late,2019-06-25,100.0,India,Amana Ram Ki Dhani,Tue Feb  1 16:04:44 2022
ControlREV,27.65027777800003,71.29000000000008,Late,2019-07-28,100.0,India,Shastri nagar,Tue Feb  1 16:04:44 2022
ControlREV,25.971111111000027,71.15194444400004,Early,2020-05-08,200.0,India,Mahaddev,Tue Feb  1 16:04:44 2022
ControlREV,27.94000000000005,71.89583333300004,Early,2019-09-07,100.0,India,Bhutiadhora,Tue Feb  1 16:04:44 2022
ControlREV,26.33833333300004,70.21222222200004,Early,2019-09-05,200.0,India,Pochina,Tue Feb  1 16:04:44 2022
ControlREV,27.861666667000065,72.84555555600008,Late,2019-11-29,100.0,India,Guda (N),Tue Feb  1 16:04:44 2022
ControlREV,26.85694444400008,70.32527777800004,Late,2019-11-27,100.0,India,Malingada,Tue Feb  1 16:04:44 2022
ControlREV,26.7597222222222,71.1369444444445,Early,2020-07-07,35.0,India,Perru ke dhani chore,Tue Feb  1 16:04:44 2022
Adult,26.103333333000023,70.71500000000003,Middle,2019-08-14,200.0,India,Chatra singh ki dhan,Tue Feb  1 16:04:44 2022
Adult,27.88861111100005,71.88944444400005,Middle,2019-09-11,100.0,India,23 KWD,Tue Feb  1 16:04:44 2022
Adult,27.41944444400008,72.70944444400004,Early,2019-11-05,100.0,India,Chakiu,Tue Feb  1 16:04:44 2022
Swarm,28.012777778000043,72.06055555600005,Early,2019-10-09,200.0,India,1 GWM,Tue Feb  1 16:04:44 2022
Hopper,24.8311111111111,71.0322222222222,Late,2020-07-24,60.0,India,Rampura,Tue Feb  1 16:04:44 2022
ControlREV,24.906944444000032,71.28861111100008,Late,2020-01-23,100.0,India,Panoriya,Tue Feb  1 16:04:44 2022
Hopper,25.77666666700003,70.37222222200006,Late,2019-07-23,100.0,India,Jaisinder,Tue Feb  1 16:04:44 2022
ControlREV,27.425555556000063,72.18305555600006,Early,2019-10-06,100.0,India,Rawara,Tue Feb  1 16:04:44 2022
Hopper,27.53416666700008,72.09250000000003,Early,2019-10-09,100.0,India,Newa,Tue Feb  1 16:04:44 2022
Hopper,27.559444444000064,72.18416666700006,Early,2019-11-06,100.0,India,Talariya,Tue Feb  1 16:04:44 2022
Hopper,27.620833333000064,71.48972222200007,Middle,2019-08-20,200.0,India,GA Bala,Tue Feb  1 16:04:44 2022
Hopper,26.427777778000063,70.59027777800003,Late,2019-09-28,10.0,India,Sohan singh ki dhani,Tue Feb  1 16:04:44 2022
ControlREV,27.555000000000064,72.15638888900008,Middle,2019-09-15,300.0,India,Khawa ki dhani,Tue Feb  1 16:04:44 2022
ControlREV,27.624444444000066,71.74722222200006,Late,2019-09-27,100.0,India,6 Tibba,Tue Feb  1 16:04:44 2022
ControlREV,27.0494444444444,72.9727777777778,Early,2020-08-09,90.0,India,Bapeni Khurd,Tue Feb  1 16:04:44 2022
ControlREV,24.2588888888889,72.1880555555556,Middle,2020-06-10,50.0,India,Disha Ta. Disha,Tue Feb  1 16:04:44 2022
ControlREV,26.08944444400004,72.36500000000007,Middle,2020-01-11,100.0,India,Ramnagar,Tue Feb  1 16:04:44 2022
Adult,27.367222222000063,72.67416666700007,Early,2019-11-08,100.0,India,narayn pura,Tue Feb  1 16:04:44 2022
ControlREV,25.98972222200007,70.80777777800006,Early,2019-08-06,50.0,India,Amin ka par,Tue Feb  1 16:04:44 2022
ControlREV,25.64638888900004,70.87416666700005,Middle,2019-08-13,100.0,India,Ummednagar,Tue Feb  1 16:04:44 2022
ControlREV,27.89138888900004,71.71000000000004,Middle,2019-09-14,100.0,India,BOP Mohan,Tue Feb  1 16:04:44 2022
Swarm,26.8455555555556,71.7091666666667,Middle,2020-07-17,500.0,India,Nananiya,Tue Feb  1 16:04:44 2022
Swarm,24.914444444000026,71.26361111100005,Late,2020-01-21,100.0,India,Chitradi,Tue Feb  1 16:04:44 2022
Swarm,26.08944444400004,72.36500000000007,Middle,2020-01-11,100.0,India,Ramnagar,Tue Feb  1 16:04:44 2022
ControlREV,27.55111111100007,70.61750000000006,Late,2020-01-24,400.0,India,"40 SRD, Ramgarh",Tue Feb  1 16:04:44 2022
Adult,26.6488888888889,75.2122222222222,Early,2020-06-07,100.0,India,bhjpur teh :Dudu dis,Tue Feb  1 16:04:44 2022
Hopper,28.6719444444444,74.9708333333333,Middle,2020-08-14,30.0,India,khretwes,Tue Feb  1 16:04:44 2022
Hopper,26.52305555600003,70.84277777800008,Late,2019-10-21,100.0,India,Vijaynagar,Tue Feb  1 16:04:44 2022
ControlREV,25.3591666666667,71.7627777777778,Early,2020-06-09,100.0,India,Kharda,Tue Feb  1 16:04:44 2022
Hopper,28.80444444400007,73.72166666700008,Middle,2019-08-13,100.0,India,Gusaina,Tue Feb  1 16:04:44 2022
Hopper,27.168611111000075,72.07472222200005,Late,2019-09-27,100.0,India,Sihada,Tue Feb  1 16:04:44 2022
Hopper,26.41805555600007,70.61722222200007,Late,2019-09-22,100.0,India,Mithdau,Tue Feb  1 16:04:44 2022
ControlREV,26.427777778000063,70.59027777800003,Late,2019-09-28,10.0,India,Sohan singh ki dhani,Tue Feb  1 16:04:44 2022
ControlREV,27.6063888888889,74.2052777777778,Middle,2020-08-10,20.0,India,Jilli,Tue Feb  1 16:04:44 2022
Adult,27.76361111100005,72.68888888900005,Late,2019-11-23,100.0,India,NKB Tali,Tue Feb  1 16:04:44 2022
ControlREV,25.838611111000034,70.24638888900006,Early,2019-11-07,100.0,India,Padamda,Tue Feb  1 16:04:44 2022
Adult,27.13833333300005,71.23500000000007,Early,2019-09-04,200.0,India,Daunga,Tue Feb  1 16:04:44 2022
Adult,27.350555556000074,71.54694444400008,Late,2019-09-24,200.0,India,Tadana,Tue Feb  1 16:04:44 2022
ControlREV,23.43805555600005,68.55805555600006,Early,2020-01-10,100.0,India,Bhara vandh,Tue Feb  1 16:04:44 2022
Adult,28.174166667000065,72.00750000000005,Late,2019-10-21,100.0,India,1 RWM,Tue Feb  1 16:04:44 2022
ControlREV,27.70416666700004,71.02416666700003,Early,2019-08-02,100.0,India,Jawaharnagar-4BMG,Tue Feb  1 16:04:44 2022
ControlREV,26.25194444400006,70.28805555600007,Late,2019-08-23,100.0,India,Khayala math,Tue Feb  1 16:04:44 2022
Swarm,27.0963888888889,74.1105555555556,Early,2020-07-04,100.0,India,Dhehari jayal Nagaur,Tue Feb  1 16:04:44 2022
Swarm,26.8202777777778,74.1875,Early,2020-07-06,35.0,India,aantroli khurd degan,Tue Feb  1 16:04:44 2022
Swarm,26.03333333300003,71.56805555600005,Middle,2019-11-20,100.0,India,Dholia Lathi pokran,Tue Feb  1 16:04:44 2022
ControlREV,27.458055556000037,72.40583333300003,Early,2019-10-06,100.0,India,Nayagaon,Tue Feb  1 16:04:44 2022
ControlREV,26.144444444000044,70.73333333300008,Middle,2019-10-15,100.0,India,Oon Road,Tue Feb  1 16:04:44 2022
ControlREV,24.434444444000064,75.29111111100008,Late,2020-05-23,90.0,India,"kadibuzurg ,neemuch",Tue Feb  1 16:04:44 2022
ControlREV,26.66916666700007,71.59694444400003,Late,2020-05-25,100.0,India,Lakhasar,Tue Feb  1 16:04:44 2022
Hopper,28.626111111000057,73.61305555600006,Early,2019-08-04,100.0,India,Delana,Tue Feb  1 16:04:44 2022
Hopper,27.478888889000075,70.83194444400004,Middle,2019-08-14,100.0,India,Sultana,Tue Feb  1 16:04:44 2022
Hopper,28.787500000000023,73.54833333300007,Late,2019-08-25,200.0,India,Gognia MFFR,Tue Feb  1 16:04:44 2022
Hopper,28.007777778000047,72.65638888900008,Early,2019-09-01,50.0,India,Ranasar,Tue Feb  1 16:04:44 2022
ControlREV,28.80861111100006,73.72194444400003,Early,2019-09-04,100.0,India,MFFR East,Tue Feb  1 16:04:44 2022
ControlREV,27.95638888900004,70.50555555600005,Late,2019-09-23,200.0,India,53 RD,Tue Feb  1 16:04:44 2022
ControlREV,28.00027777800005,72.12916666700005,Middle,2019-09-16,100.0,India,4 PSSM,Tue Feb  1 16:04:44 2022
ControlREV,28.182222222000064,72.44083333300006,Middle,2019-09-18,100.0,India,Bikendri,Tue Feb  1 16:04:44 2022
Hopper,27.5602777777778,73.0688888888889,Late,2020-06-23,200.0,India,"Dharnok, Teh. Nokha",Tue Feb  1 16:04:44 2022
ControlREV,28.2172222222222,74.4875,Middle,2020-08-13,10.0,India,pabusar,Tue Feb  1 16:04:44 2022
Adult,25.77361111100004,70.30472222200007,Late,2019-11-23,100.0,India,Peethakar,Tue Feb  1 16:04:44 2022
ControlREV,27.698888889000045,72.66861111100008,Early,2019-11-10,100.0,India,Hira ki Dhani,Tue Feb  1 16:04:44 2022
ControlREV,25.78305555600008,70.64972222200004,Late,2019-11-27,100.0,India,Unada,Tue Feb  1 16:04:44 2022
Adult,23.65194444400004,68.88638888900005,Early,2019-11-05,100.0,India,Nani Virani,Tue Feb  1 16:04:44 2022
Hopper,24.9730555555556,70.9413888888889,Late,2020-06-25,100.0,India,"Deepla, sedwa, Barme",Tue Feb  1 16:04:44 2022
ControlREV,26.12361111100006,70.22305555600008,Early,2019-08-09,200.0,India,Sundra,Tue Feb  1 16:04:44 2022
ControlREV,26.09555555600008,71.67138888900007,Middle,2019-08-20,100.0,India,Jogaram ki dhani,Tue Feb  1 16:04:44 2022
ControlREV,28.792777778000072,73.55944444400006,Late,2019-08-26,200.0,India,MFFR East,Tue Feb  1 16:04:44 2022
Adult,28.88250000000005,72.71222222200004,Early,2020-01-09,200.0,India,5 6 7 BD,Tue Feb  1 16:04:44 2022
ControlREV,24.5030555555556,77.4855555555556,Late,2020-06-23,50.0,India,Ghatawada,Tue Feb  1 16:04:44 2022
ControlREV,26.2252777777778,73.8319444444444,Early,2020-06-05,300.0,India,Bher Kalan,Tue Feb  1 16:04:44 2022
Adult,27.007777778000047,70.70722222200004,Early,2019-07-04,100.0,India,Chhatrel,Tue Feb  1 16:04:44 2022
Adult,27.620833333000064,70.50972222200005,Middle,2019-07-16,200.0,India,P.Tibba,Tue Feb  1 16:04:44 2022
Hopper,29.1555555555556,74.1155555555555,Middle,2020-08-13,100.0,India,Chadsar,Tue Feb  1 16:04:44 2022
Hopper,27.573055556000043,72.07250000000005,Middle,2019-10-15,100.0,India,8 PSM-I,Tue Feb  1 16:04:44 2022
Hopper,26.972222222000028,71.78055555600008,Early,2019-10-09,100.0,India,Chacha,Tue Feb  1 16:04:44 2022
Hopper,27.93277777800006,72.39416666700004,Early,2019-10-10,100.0,India,Nokh,Tue Feb  1 16:04:44 2022
Hopper,27.83944444400004,72.73194444400008,Early,2019-10-04,100.0,India,Bithnok,Tue Feb  1 16:04:44 2022
ControlREV,26.9216666666667,73.1244444444444,Late,2020-06-27,100.0,India,"Kinjari, Khabniya",Tue Feb  1 16:04:44 2022
Hopper,27.996666667000056,72.74777777800006,Early,2019-09-02,100.0,India,Ranasar,Tue Feb  1 16:04:44 2022
ControlREV,27.43611111100006,70.31722222200005,Middle,2019-09-16,100.0,India,Bakshi ki dhani,Tue Feb  1 16:04:44 2022
ControlREV,27.155277778000027,71.80972222200006,Middle,2019-09-19,100.0,India,Loharki,Tue Feb  1 16:04:44 2022
ControlREV,27.362777778000066,72.49111111100007,Middle,2019-09-12,100.0,India,Surpura,Tue Feb  1 16:04:44 2022
ControlREV,26.2963888888889,75.09,Middle,2020-06-15,440.0,India,Dothli,Tue Feb  1 16:04:44 2022
ControlREV,26.9425,72.4133333333333,Late,2020-06-20,5.0,India,"Moharsar,Lohawat",Tue Feb  1 16:04:44 2022
ControlREV,27.31166666700005,71.97833333300008,Early,2020-01-09,200.0,India,Khetusar,Tue Feb  1 16:04:44 2022
Adult,23.784166667000022,68.85638888900007,Early,2019-11-02,100.0,India,Guneri,Tue Feb  1 16:04:44 2022
ControlREV,25.65916666700008,70.87888888900005,Late,2019-07-25,100.0,India,Mahinamiya ki basti,Tue Feb  1 16:04:44 2022
Adult,27.1713888888889,70.4886111111111,Late,2020-06-21,300.0,India,55-70  RD Bandha,Tue Feb  1 16:04:44 2022
ControlREV,26.858055556000068,71.65944444400003,Early,2019-10-04,100.0,India,Pratappura,Tue Feb  1 16:04:44 2022
Band,27.653055556000027,72.09166666700008,Early,2019-11-02,100.0,India,Bodana North,Tue Feb  1 16:04:44 2022
Hopper,27.823888889000045,72.73277777800007,Middle,2019-10-18,100.0,India,Badi sid,Tue Feb  1 16:04:44 2022
Hopper,27.58722222200004,72.15833333300003,Late,2019-10-23,200.0,India,bodana,Tue Feb  1 16:04:44 2022
ControlREV,26.6344444444444,73.9138888888889,Early,2020-06-05,500.0,India,"Mokalpur, merta , Na",Tue Feb  1 16:04:44 2022
Hopper,25.861666667000065,70.17833333300007,Middle,2019-11-19,100.0,India,Rohidi BOP,Tue Feb  1 16:04:44 2022
ControlREV,27.992222222000063,71.90805555600008,Early,2019-09-07,50.0,India,BOP Bainkutpura,Tue Feb  1 16:04:44 2022
Swarm,25.8375,71.0158333333333,Early,2020-06-02,40.0,India,Jaidu,Tue Feb  1 16:04:44 2022
Adult,26.3388888888889,76.4972222222222,Late,2020-06-20,130.0,India,"GOTH, BAMANVAS, SAWA",Tue Feb  1 16:04:44 2022
ControlREV,25.782777778000025,70.43361111100006,Late,2019-11-27,100.0,India,Imom ki Dhani,Tue Feb  1 16:04:44 2022
Adult,26.3397222222222,73.32,Middle,2020-07-14,100.0,India,Banwarla,Tue Feb  1 16:04:44 2022
ControlREV,27.0308333333333,73.2352777777778,Early,2020-07-04,40.0,India,"Chamadia, Khimsar, N",Tue Feb  1 16:04:44 2022
Adult,28.81611111100005,72.98722222200007,Early,2019-08-08,100.0,India,Suratgarh 7 KHM,Tue Feb  1 16:04:44 2022
ControlREV,23.469444444000032,68.59194444400003,Early,2020-01-07,100.0,India,Thumari,Tue Feb  1 16:04:44 2022
Swarm,27.20083333300005,71.46805555600008,Late,2019-06-28,200.0,India,Bhadhariya NW,Tue Feb  1 16:04:44 2022
Swarm,27.302777778000063,71.01750000000004,Late,2019-09-23,100.0,India,50 BM,Tue Feb  1 16:04:44 2022
ControlREV,28.609166667000068,73.66222222200008,Late,2019-07-26,200.0,India,Chota delana,Tue Feb  1 16:04:44 2022
ControlREV,28.805000000000064,73.42055555600007,Late,2019-08-22,200.0,India,MFFR West area,Tue Feb  1 16:04:44 2022
ControlREV,26.9152777777778,70.6841666666667,Early,2020-07-03,100.0,India,Khadero ki dhani,Tue Feb  1 16:04:44 2022
Hopper,26.4855555555556,70.9894444444444,Late,2020-07-23,300.0,India,Megha Par,Tue Feb  1 16:04:44 2022
Swarm,25.857222222000075,71.37611111100006,Middle,2019-12-14,100.0,India,Surachand,Tue Feb  1 16:04:44 2022
Swarm,25.761666667000043,71.25888888900005,Late,2020-01-29,100.0,India,Danta,Tue Feb  1 16:04:44 2022
Adult,26.550277778000066,70.98916666700006,Early,2019-07-10,100.0,India,Megha,Tue Feb  1 16:04:44 2022
Adult,27.58472222200004,70.81805555600005,Late,2019-07-26,100.0,India,8 BSTM,Tue Feb  1 16:04:44 2022
Adult,25.9038888888889,70.9930555555556,Early,2020-07-08,5.0,India,"Redana, thasil",Tue Feb  1 16:04:44 2022
Hopper,27.9775,73.6802777777778,Early,2020-08-08,100.0,India,Tejrajsar,Tue Feb  1 16:04:44 2022
ControlREV,26.75250000000005,70.81916666700005,Middle,2019-10-12,100.0,India,Dhauwa,Tue Feb  1 16:04:44 2022
Hopper,26.14638888900004,70.73111111100008,Late,2019-10-31,200.0,India,Aasadee,Tue Feb  1 16:04:44 2022
Hopper,27.322500000000048,71.18333333300006,Late,2019-09-27,100.0,India,New Mandi,Tue Feb  1 16:04:44 2022
Hopper,27.804722222000063,72.46166666700003,Early,2019-11-05,100.0,India,Girandhi,Tue Feb  1 16:04:44 2022
ControlREV,28.06888888900005,71.91944444400008,Late,2019-09-25,100.0,India,Fatuwala BOP,Tue Feb  1 16:04:44 2022
ControlREV,28.04527777800007,71.92194444400008,Middle,2019-09-19,200.0,India,4 BWM,Tue Feb  1 16:04:44 2022
Swarm,27.3155555555556,74.8016666666667,Late,2020-06-24,100.0,India,"Dhankoli, Dabra",Tue Feb  1 16:04:44 2022
Swarm,27.5916666666667,73.4877777777778,Late,2020-06-22,50.0,India,"Madia, Nokha, Bikane",Tue Feb  1 16:04:44 2022
ControlREV,27.09027777800003,70.48888888900007,Middle,2019-11-16,100.0,India,Banda Ramgarh,Tue Feb  1 16:04:44 2022
ControlREV,27.42694444400007,72.20166666700004,Early,2019-11-10,100.0,India,Rawra,Tue Feb  1 16:04:44 2022
ControlREV,25.63083333300005,72.26916666700004,Early,2020-01-03,100.0,India,Sinar,Tue Feb  1 16:04:44 2022
Swarm,28.492222222000063,73.73777777800007,Late,2019-07-25,100.0,India,Delana,Tue Feb  1 16:04:44 2022
Swarm,27.885277778000045,71.92694444400007,Middle,2019-09-13,100.0,India,17 KWD,Tue Feb  1 16:04:44 2022
Swarm,27.008333333000053,71.33305555600003,Middle,2019-11-18,100.0,India,Chandan,Tue Feb  1 16:04:44 2022
ControlREV,25.51472222200005,71.22555555600007,Early,2019-08-09,100.0,India,Goliyar,Tue Feb  1 16:04:44 2022
Swarm,25.73055555600007,74.31694444400006,Middle,2020-05-17,1000.0,India,Khardi,Tue Feb  1 16:04:44 2022
Swarm,27.55083333300007,70.45750000000004,Late,2019-12-31,100.0,India,TM Tanot,Tue Feb  1 16:04:44 2022
ControlREV,25.617500000000064,70.72694444400008,Middle,2019-12-15,100.0,India,Bhinde ka par,Tue Feb  1 16:04:44 2022
Adult,25.407777778000025,71.10861111100007,Late,2019-07-25,100.0,India,Adarsh Nagar,Tue Feb  1 16:04:44 2022
Hopper,28.4780555555556,74.9022222222222,Middle,2020-08-11,100.0,India,Kheenwasar,Tue Feb  1 16:04:44 2022
ControlREV,28.00083333300006,72.10888888900007,Early,2019-10-09,100.0,India,6 PSSM,Tue Feb  1 16:04:44 2022
ControlREV,26.95638888900004,70.88916666700004,Late,2019-10-24,200.0,India,Gundala,Tue Feb  1 16:04:44 2022
Adult,24.2525,80.8208333333333,Early,2020-06-06,60.0,India,"Beldara ,Mantolva ,S",Tue Feb  1 16:04:44 2022
Hopper,27.365000000000062,70.85055555600007,Middle,2019-08-19,200.0,India,Sarkari tala,Tue Feb  1 16:04:44 2022
Hopper,25.74916666700005,70.45166666700004,Late,2019-11-23,100.0,India,Tamlore,Tue Feb  1 16:04:44 2022
Hopper,23.701388889000043,68.85722222200008,Late,2019-11-23,100.0,India,Dhareshi,Tue Feb  1 16:04:44 2022
ControlREV,27.11111111100007,71.84972222200008,Middle,2019-06-15,100.0,India,Sanga Ram Ki Dhani,Tue Feb  1 16:04:44 2022
ControlREV,28.17361111100007,73.09666666700008,Middle,2019-09-18,100.0,India,Hadan,Tue Feb  1 16:04:44 2022
Adult,28.0694444444444,74.9730555555556,Late,2020-06-29,170.0,India,"HETAMSAR, RAMGARH, S",Tue Feb  1 16:04:44 2022
Adult,28.08500000000004,72.79083333300008,Middle,2019-11-17,100.0,India,820 RD,Tue Feb  1 16:04:44 2022
Adult,23.915,70.1844444444445,Middle,2020-07-13,100.0,India,"Dholaveera,Kutch",Tue Feb  1 16:04:44 2022
ControlREV,28.14194444400005,72.62944444400006,Early,2020-01-07,400.0,India,Jagaranwala,Tue Feb  1 16:04:44 2022
Swarm,28.78527777800008,73.36750000000006,Late,2019-07-21,400.0,India,Ramnagar,Tue Feb  1 16:04:44 2022
Swarm,27.98722222200007,71.94388888900005,Late,2019-09-29,100.0,India,BOP Baimkunthpura,Tue Feb  1 16:04:44 2022
ControlREV,27.519444444000044,70.80833333300006,Late,2019-07-21,100.0,India,Sultana,Tue Feb  1 16:04:44 2022
ControlREV,28.830833333000044,73.43972222200006,Late,2019-08-24,100.0,India,MFFR West,Tue Feb  1 16:04:44 2022
Swarm,27.6888888888889,76.1177777777778,Early,2020-07-02,75.0,India,MAHROOMPUR,Tue Feb  1 16:04:44 2022
Swarm,24.15166666700003,71.28750000000008,Late,2019-12-23,100.0,India,Pabudanpura,Tue Feb  1 16:04:44 2022
Swarm,29.549166667000065,73.29611111100007,Late,2020-01-27,200.0,India,Khatta,Tue Feb  1 16:04:44 2022
ControlREV,27.156944444000032,70.98583333300007,Late,2019-12-31,100.0,India,Deva,Tue Feb  1 16:04:44 2022
Adult,27.098611111000025,71.40638888900008,Early,2019-07-04,100.0,India,Sodakor-2,Tue Feb  1 16:04:44 2022
Adult,26.46,73.8697222222222,Late,2020-07-21,10.0,India,Darjiyo ki Dhani,Tue Feb  1 16:04:44 2022
Hopper,28.2491666666667,74.4075,Early,2020-08-06,100.0,India,Patlisar,Tue Feb  1 16:04:44 2022
ControlREV,26.68666666700005,70.75194444400006,Early,2019-10-02,100.0,India,Narsingh ki dhani,Tue Feb  1 16:04:44 2022
Band,25.71083333300004,70.58000000000004,Early,2019-08-07,50.0,India,Tirmohi,Tue Feb  1 16:04:44 2022
Hopper,27.244444444000067,72.19333333300006,Early,2019-10-01,100.0,India,Jaisingh nagar,Tue Feb  1 16:04:44 2022
Hopper,27.49972222200006,70.49333333300007,Late,2019-10-25,100.0,India,13 RM,Tue Feb  1 16:04:44 2022
Hopper,28.02694444400004,73.29861111100007,Early,2019-10-06,100.0,India,Bhanipura,Tue Feb  1 16:04:44 2022
Hopper,27.36694444400007,71.53805555600007,Late,2019-08-27,100.0,India,tadana,Tue Feb  1 16:04:44 2022
Hopper,27.655277778000027,72.45416666700004,Late,2019-09-30,100.0,India,Bishansar,Tue Feb  1 16:04:44 2022
Hopper,27.58944444400004,71.88916666700004,Middle,2019-09-20,100.0,India,Tadana,Tue Feb  1 16:04:44 2022
ControlREV,28.17083333300008,72.23527777800007,Middle,2019-09-14,50.0,India,2-3 KYD,Tue Feb  1 16:04:44 2022
ControlREV,26.587500000000038,71.14388888900004,Late,2019-09-30,100.0,India,Sangad,Tue Feb  1 16:04:44 2022
ControlREV,28.257222222000053,72.14055555600004,Late,2019-09-30,100.0,India,1-2 BWM,Tue Feb  1 16:04:44 2022
ControlREV,25.91277777800008,70.20416666700004,Early,2019-09-07,400.0,India,Moti ki beri,Tue Feb  1 16:04:44 2022
ControlREV,25.15166666700003,72.51500000000004,Early,2020-01-03,200.0,India,Noon,Tue Feb  1 16:04:44 2022
Swarm,27.189722222000057,71.48111111100008,Late,2019-06-30,200.0,India,Bhadhariya,Tue Feb  1 16:04:44 2022
Swarm,27.14194444400005,72.05555555600006,Middle,2019-09-12,300.0,India,Sihada,Tue Feb  1 16:04:44 2022
Swarm,26.17722222200007,71.24638888900006,Late,2020-05-26,70.0,India,shive gram panchayat,Tue Feb  1 16:04:44 2022
Hopper,28.4061111111111,75.6702777777778,Late,2020-07-28,100.0,India,Dulhaniya,Tue Feb  1 16:04:44 2022
Adult,27.111388889000068,71.52027777800004,Early,2019-07-03,100.0,India,Bhadhria -west,Tue Feb  1 16:04:44 2022
Adult,25.738055556000063,70.57666666700004,Early,2019-07-08,100.0,India,Trimuhi,Tue Feb  1 16:04:44 2022
ControlREV,27.327500000000043,72.52083333300004,Middle,2019-10-15,100.0,India,Jamba,Tue Feb  1 16:04:44 2022
ControlREV,26.387500000000045,70.79972222200007,Late,2019-10-29,100.0,India,Un road,Tue Feb  1 16:04:44 2022
Hopper,28.64166666700004,73.49166666700006,Early,2019-09-10,100.0,India,Mahadevwali,Tue Feb  1 16:04:44 2022
Hopper,26.718055556000024,71.14638888900004,Middle,2019-10-12,100.0,India,Keeta,Tue Feb  1 16:04:44 2022
Hopper,26.61472222200007,70.71388888900003,Late,2019-10-22,200.0,India,Khuri,Tue Feb  1 16:04:44 2022
