Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on
Adult,16.9322222222222,21.2733333333333,Middle,2021-10-18,20.0,Chad,Arounga,Tue Feb  1 16:04:44 2022
Band,23.58277777800004,55.52138888900004,Early,2020-05-09,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,29.8505555555556,-5.78138888888889,Middle,2021-02-10,50.0,Morocco,Lbaire,Tue Feb  1 16:04:44 2022
ControlREV,34.3558333333333,41.0625,Late,2021-04-26,0.75,Iraq,Al Ramanah,Tue Feb  1 16:04:44 2022
ControlREV,23.89833333300004,55.39527777800004,Early,2020-05-10,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.6088888888889,15.6725,Late,2020-09-24,5.0,Costa Rica,Darra,Tue Feb  1 16:04:44 2022
Adult,23.655555556000024,55.56777777800005,Early,2020-05-08,12.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.902500000000032,55.50138888900005,Early,2020-05-07,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,11.1555555555556,42.4838888888889,Late,2021-06-22,40.0,Djibouti,Dikhil,Tue Feb  1 16:04:44 2022
Adult,26.4380555555556,-12.0994444444444,Late,2021-01-24,6.0,Morocco,rarmate 1individu,Tue Feb  1 16:04:44 2022
Adult,16.9991666666667,21.6763888888889,Middle,2021-10-12,20.0,Chad,Sn,Tue Feb  1 16:04:44 2022
ControlREV,23.61805555600006,55.52694444400004,Early,2020-05-10,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.953611111000043,55.49277777800006,Early,2020-05-06,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,4.74972222222222,33.6047222222222,Early,2020-08-01,3.0,South Sudan,Palakal Kapoeta Sout,Tue Feb  1 16:04:44 2022
Adult,24.016111111000043,55.62138888900006,Early,2020-05-06,20.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,17.4111111111111,21.5455555555556,Middle,2021-10-10,20.0,Chad,Tchitchiri,Tue Feb  1 16:04:44 2022
Adult,14.3613888888889,14.4263888888889,Early,2020-11-08,90.0,Chad,Etinga,Tue Feb  1 16:04:44 2022
Adult,15.8902777777778,21.0963888888889,Middle,2020-09-17,20.0,Costa Rica,Siniguit,Tue Feb  1 16:04:44 2022
ControlREV,30.433333333000064,47.73333333300008,Middle,2020-03-20,450.0,Iraq,Basrah area,Tue Feb  1 16:04:44 2022
Adult,16.9777777777778,21.7963888888889,Middle,2021-10-13,20.0,Chad,Atouka,Tue Feb  1 16:04:44 2022
Adult,24.56944444400005,55.762500000000045,Early,2020-05-07,7.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,29.1036111111111,-8.05,Middle,2020-11-14,8.0,Morocco,sidi aamara 1ind,Tue Feb  1 16:04:44 2022
Band,31.416666667000072,44.38333333300005,Middle,2020-04-17,145.0,Iraq,Al Najaf,Tue Feb  1 16:04:44 2022
ControlREV,31.6,64.2,Early,2020-06-05,3000.0,Afghanistan,Nadali,Tue Feb  1 16:04:44 2022
ControlREV,24.08250000000004,55.91722222200008,Early,2020-05-08,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.03444444400003,55.66250000000008,Middle,2020-05-11,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.9738888888889,15.9802777777778,Middle,2021-10-13,5.0,Chad,DABABA R,Tue Feb  1 16:04:44 2022
Adult,14.5211111111111,14.9080555555556,Late,2020-11-25,80.0,Chad,Bir Mayna,Tue Feb  1 16:04:44 2022
Adult,14.7025,18.8733333333333,Middle,2020-11-17,50.0,Chad,hadath nord,Tue Feb  1 16:04:44 2022
Adult,4.75666666666667,33.6275,Early,2020-08-02,5.0,South Sudan,Nabulbul Boma Kapoet,Tue Feb  1 16:04:44 2022
Adult,16.9827777777778,21.6725,Late,2021-07-29,50.0,Chad,djizigueira,Tue Feb  1 16:04:44 2022
Hopper,31.400000000000038,44.73333333300008,Middle,2020-04-12,30.0,Iraq,Al Najaf area 1,Tue Feb  1 16:04:44 2022
Adult,14.7669444444444,15.97,Late,2020-11-21,90.0,Chad,Sn,Tue Feb  1 16:04:44 2022
ControlREV,31.67611111100007,44.25222222200006,Early,2020-05-03,14.0,Iraq,Al Najaf,Tue Feb  1 16:04:44 2022
Adult,10.966666667000029,42.83333333300004,Early,2019-12-01,150.0,Djibouti,Assamo,Tue Feb  1 16:04:44 2022
Band,23.595555556000026,55.54194444400008,Early,2020-05-03,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,15.9372222222222,20.9355555555556,Early,2020-12-05,20.0,Chad,S N,Tue Feb  1 16:04:44 2022
Hopper,15.9875,18.9977777777778,Late,2020-11-22,40.0,Chad,Forbrangha,Tue Feb  1 16:04:44 2022
Band,31.8166666666667,64.55,Early,2020-06-05,3000.0,Afghanistan,Gerishk,Tue Feb  1 16:04:44 2022
Band,23.90277777800003,55.49944444400006,Early,2020-05-03,14.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,23.660277778000022,55.54472222200008,Early,2020-05-06,14.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,16.0202777777778,21.4086111111111,Early,2020-10-07,50.0,Chad,sn,Tue Feb  1 16:04:44 2022
Adult,16.8141666666667,21.9433333333333,Middle,2021-10-14,30.0,Chad,Nohi,Tue Feb  1 16:04:44 2022
Adult,24.751111111000057,55.82694444400005,Early,2020-05-02,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,34.0333333333333,36.5666666666667,Late,2021-04-22,100.0,Syrian Arab Republic,Flitah,Tue Feb  1 16:04:44 2022
Swarm,-2.95138888888889,36.0355555555556,Early,2021-03-06,25.0,United Republic of Tanzania,Ererendeni  Engaruka,Tue Feb  1 16:04:44 2022
Adult,34.3927777777778,41.7883333333333,Late,2021-04-26,0.5,Iraq,Al Rumanah,Tue Feb  1 16:04:44 2022
Adult,16.3975,20.5558333333333,Middle,2020-10-11,20.0,Chad,AM HADJER,Tue Feb  1 16:04:44 2022
Adult,16.8236111111111,21.5208333333333,Middle,2021-10-16,20.0,Chad,Gaga,Tue Feb  1 16:04:44 2022
Band,23.945555556000045,55.48527777800007,Middle,2020-04-17,82.0,United Arab Emirates,Al Zahrah,Tue Feb  1 16:04:44 2022
Adult,27.65,85.0,,2020-06-29,,Nepal,,Tue Feb  1 16:04:44 2022
ControlREV,23.51666666700004,55.48333333300008,Early,2020-04-09,299.0,United Arab Emirates,Al Qoua,Tue Feb  1 16:04:44 2022
ControlREV,24.15277777800003,55.385277778000045,Early,2020-05-03,7.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,28.16666666667,84.05,,2020-06-28,,Nepal,,Tue Feb  1 16:04:44 2022
Adult,28.8325,-10.4736111111111,Late,2021-01-27,40.0,Morocco,Grarrte lbyare,Tue Feb  1 16:04:44 2022
Band,23.953611111000043,55.49277777800006,Early,2020-05-06,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,23.621666667000056,55.56888888900005,Early,2020-05-01,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,34.3558333333333,41.0625,Late,2021-04-26,0.75,Iraq,Al Ramanah,Tue Feb  1 16:04:44 2022
Band,24.533888889000025,55.76500000000004,Early,2020-05-01,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,13.7338888888889,15.2363888888889,Late,2020-10-23,60.0,Chad,Nord Gallabaai,Tue Feb  1 16:04:44 2022
Swarm,-3.78194444444444,37.2980555555556,Early,2021-01-09,300.0,United Republic of Tanzania,Olichoronyori Manyar,Tue Feb  1 16:04:44 2022
Adult,34.3627777777778,41.7630555555556,Late,2021-04-26,0.75,Iraq,Al Rumanah,Tue Feb  1 16:04:44 2022
Adult,-3.4925,37.4166666666667,Late,2020-11-23,10.0,United Republic of Tanzania,TZ,Tue Feb  1 16:04:44 2022
Adult,15.7861111111111,19.9486111111111,Middle,2020-10-12,30.0,Chad,Debut Berbere,Tue Feb  1 16:04:44 2022
Adult,15.9469444444444,20.9355555555556,Early,2020-12-03,10.0,Chad,HOUK 1,Tue Feb  1 16:04:44 2022
Adult,30.6927777777778,-4.74,Late,2021-03-20,60.0,Morocco,oued tafraout 5 ind,Tue Feb  1 16:04:44 2022
Adult,14.9052777777778,15.9686111111111,Middle,2020-11-15,50.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Adult,14.8588888888889,18.0586111111111,Early,2021-10-03,20.0,Chad,BIR GOSS,Tue Feb  1 16:04:44 2022
Adult,24.12305555600005,55.307222222000064,Early,2020-05-06,1.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.56944444400005,55.762500000000045,Early,2020-05-07,7.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,31.416666667000072,45.200000000000045,Middle,2020-04-13,40.0,Iraq,Al Muthanna area 3,Tue Feb  1 16:04:44 2022
ControlREV,31.400000000000038,44.73333333300008,Middle,2020-04-12,30.0,Iraq,Al Najaf area 1,Tue Feb  1 16:04:44 2022
ControlREV,23.89527777800004,55.40805555600008,Early,2020-05-09,5.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.52027777800004,55.48833333300007,Early,2020-05-02,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,32.7127777777778,36.5661111111111,Middle,2021-04-17,542.0,Syrian Arab Republic,Suwayda Governorate,Tue Feb  1 16:04:44 2022
Adult,23.885000000000048,55.39361111100004,Early,2020-05-01,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,16.0911111111111,20.7788888888889,Late,2020-10-23,30.0,Chad,SN,Tue Feb  1 16:04:44 2022
Adult,16.8155555555556,21.16,Early,2020-09-07,10.0,Costa Rica,SN,Tue Feb  1 16:04:44 2022
Adult,15.9216666666667,22.8480555555556,Early,2020-12-01,20.0,Chad,MAIKEE,Tue Feb  1 16:04:44 2022
ControlREV,23.486666667000065,55.46305555600003,Early,2020-05-04,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.69250000000005,55.56972222200005,Late,2020-04-22,100.0,United Arab Emirates,Al Wajan,Tue Feb  1 16:04:44 2022
Adult,23.637222222000048,55.54472222200008,Middle,2020-05-11,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,16.1266666666667,18.9541666666667,Late,2020-11-23,50.0,Chad,Khara,Tue Feb  1 16:04:44 2022
ControlREV,24.521666667000037,55.76416666700004,Early,2020-05-04,7.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,17.0588888888889,21.4094444444444,Early,2020-11-04,60.0,Chad,BACHICLE 00,Tue Feb  1 16:04:44 2022
Adult,25.87027777800006,10.022500000000036,Middle,2019-07-18,100.0,Libya,Wadi Badhoul,Tue Feb  1 16:04:44 2022
Adult,29.41,-7.55222222222222,Early,2021-02-07,50.0,Morocco,Belbhane,Tue Feb  1 16:04:44 2022
Adult,23.47194444400003,55.45305555600004,Early,2020-05-02,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.8177777777778,16.1963888888889,Middle,2020-11-16,80.0,Chad,Nord Bilibanga,Tue Feb  1 16:04:44 2022
ControlREV,23.950000000000045,55.50000000000006,Middle,2020-04-16,5.0,United Arab Emirates,Al Zaherah,Tue Feb  1 16:04:44 2022
ControlREV,24.11777777800006,55.67972222200007,Early,2020-05-07,36.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,32.7127777777778,36.5661111111111,Late,2021-04-26,1200.0,Syrian Arab Republic,As Suwayda,Tue Feb  1 16:04:44 2022
Adult,28.13333333333,84.1,,2020-06-27,,Nepal,,Tue Feb  1 16:04:44 2022
ControlREV,31.08277777800004,44.99611111100006,Middle,2020-05-12,6.0,Iraq,Al Muthanna,Tue Feb  1 16:04:44 2022
Adult,14.8194444444444,17.4738888888889,Early,2021-10-03,10.0,Chad,ALLAWIN,Tue Feb  1 16:04:44 2022
Adult,17.1547222222222,21.49,Late,2020-10-21,70.0,Chad,TAPINARRA,Tue Feb  1 16:04:44 2022
Adult,16.1322222222222,35.5772222222222,Middle,2020-09-13,400.0,,North Goz  Ragab,Tue Feb  1 16:04:44 2022
ControlREV,18.995555556000056,37.345277778000025,Middle,2019-02-15,400.0,,goab2,Tue Feb  1 16:04:44 2022
Adult,18.97527777800008,37.38444444400005,Late,2018-11-28,200.0,,Goab,Tue Feb  1 16:04:44 2022
Adult,14.205555556000036,31.102222222000023,Early,2019-08-03,300.0,,Umrazoga,Tue Feb  1 16:04:44 2022
Adult,19.00083333300006,37.31305555600005,Early,2020-02-01,200.0,,gob west,Tue Feb  1 16:04:44 2022
Adult,18.320277778000047,35.600555556000074,Late,2019-10-26,200.0,,Hboob2,Tue Feb  1 16:04:44 2022
Swarm,17.851666667000075,38.34583333300003,Early,2019-01-04,400.0,,Mogal,Tue Feb  1 16:04:44 2022
ControlREV,18.3055555555556,35.9433333333333,Middle,2020-09-18,1000.0,,khor arab,Tue Feb  1 16:04:44 2022
Adult,18.0433333333333,31.4172222222222,Early,2020-06-06,300.0,,Alsab Alhaw,Tue Feb  1 16:04:44 2022
Band,16.791944444000023,31.60111111100008,Early,2019-12-06,600.0,,Wadi,Tue Feb  1 16:04:44 2022
Swarm,2.700000000000045,33.58333333300004,Early,2020-02-10,100.0,,Kamrono near Arembwo,Tue Feb  1 16:04:44 2022
Adult,18.354444444000023,37.775000000000034,Late,2019-03-23,400.0,,eledebi,Tue Feb  1 16:04:44 2022
Adult,24.1888888888889,55.0333333333333,Early,2020-06-01,1.8,,user 11,Tue Feb  1 16:04:44 2022
Band,16.876666667000052,31.62888888900005,Early,2019-12-01,300.0,,Om jwaseer,Tue Feb  1 16:04:44 2022
ControlREV,1.66916666700007,33.62027777800006,Late,2020-02-25,121.0,,Otatai cent,Tue Feb  1 16:04:44 2022
Adult,15.89500000000004,32.258055556000045,Early,2019-10-05,600.0,,kilo,Tue Feb  1 16:04:44 2022
Adult,18.341666667000027,37.72722222200008,Early,2019-01-06,1000.0,,glelema 2,Tue Feb  1 16:04:44 2022
Adult,18.19944444400005,38.158888889000025,Early,2019-02-05,200.0,,Mokban,Tue Feb  1 16:04:44 2022
Adult,18.8213888888889,30.3827777777778,Middle,2020-08-12,400.0,,Mawia Beryr,Tue Feb  1 16:04:44 2022
Adult,19.20083333300005,37.30027777800007,Early,2018-12-09,200.0,,Handob 1,Tue Feb  1 16:04:44 2022
Adult,18.46416666700003,37.70055555600004,Early,2019-07-02,300.0,,Abdala Arai,Tue Feb  1 16:04:44 2022
Adult,17.820277778000047,32.999166667000054,Late,2019-09-28,400.0,,North abooshar,Tue Feb  1 16:04:44 2022
ControlREV,17.993333333000066,38.41611111100008,Late,2019-12-30,200.0,,Blatat,Tue Feb  1 16:04:44 2022
Adult,14.15,31.2652777777778,Late,2020-07-21,300.0,,Kormta,Tue Feb  1 16:04:44 2022
Band,17.397500000000036,32.76611111100004,Late,2019-11-22,500.0,,Ubalnaga 10,Tue Feb  1 16:04:44 2022
Hopper,17.05555555600006,31.45611111100004,Early,2019-11-10,500.0,,west tmtam,Tue Feb  1 16:04:44 2022
ControlREV,19.348888889000023,37.24222222200007,Early,2019-02-08,600.0,,Kampawip,Tue Feb  1 16:04:44 2022
Band,21.42833333300007,36.78694444400003,Middle,2019-12-18,300.0,,Hibokwan2,Tue Feb  1 16:04:44 2022
Swarm,17.76638888900004,38.35888888900007,Late,2019-02-28,300.0,,Shabri,Tue Feb  1 16:04:44 2022
Adult,18.41388888900008,37.76416666700004,Late,2020-01-27,200.0,,Tonak,Tue Feb  1 16:04:44 2022
ControlREV,17.678611111000066,33.10638888900007,Early,2019-12-06,600.0,,Abuashaar,Tue Feb  1 16:04:44 2022
Adult,18.91833333300008,37.381944444000055,Early,2019-01-03,100.0,,Gapoal,Tue Feb  1 16:04:44 2022
Adult,18.15138888900003,37.572777778000045,Middle,2019-12-17,200.0,,Khor baraka,Tue Feb  1 16:04:44 2022
ControlREV,21.419722222000075,36.86916666700006,Middle,2020-01-20,200.0,,Shanab,Tue Feb  1 16:04:44 2022
ControlREV,19.77444444400004,37.21861111100003,Early,2019-02-06,1000.0,,Aila Dibaai,Tue Feb  1 16:04:44 2022
Adult,23.28,53.7938888888889,Early,2020-06-01,3.8,,user 18,Tue Feb  1 16:04:44 2022
Adult,18.324722222000048,37.714722222000034,Late,2020-03-21,300.0,,Tebeleni,Tue Feb  1 16:04:44 2022
Adult,17.423055556000065,32.74500000000006,Middle,2019-11-20,600.0,,Gozalmngar,Tue Feb  1 16:04:44 2022
Adult,11.235555556000064,31.61694444400007,Middle,2020-05-16,300.0,,Elserajia,Tue Feb  1 16:04:44 2022
ControlREV,17.605000000000075,32.89833333300004,Early,2019-12-01,1000.0,,Kooa Aelaim,Tue Feb  1 16:04:44 2022
Band,18.745555556000056,37.44388888900005,Late,2019-03-22,200.0,,Dunes,Tue Feb  1 16:04:44 2022
Adult,15.560833333000062,30.26583333300005,Early,2019-08-01,400.0,,Wady,Tue Feb  1 16:04:44 2022
Swarm,18.466111111000032,37.60000000000008,Middle,2019-01-18,1000.0,,Waten,Tue Feb  1 16:04:44 2022
Swarm,17.973333333000028,38.45027777800004,Middle,2020-01-17,700.0,,Igitai,Tue Feb  1 16:04:44 2022
Adult,13.116944444000069,32.77694444400004,Middle,2020-05-17,300.0,,bayara1,Tue Feb  1 16:04:44 2022
Adult,18.284166667000022,37.848611111000025,Early,2019-03-02,600.0,,Shreit,Tue Feb  1 16:04:44 2022
Adult,16.348333333000028,36.09666666700008,Late,2018-10-22,300.0,,North Hadalia,Tue Feb  1 16:04:44 2022
Adult,14.139444444000048,29.31111111100006,Early,2019-08-04,300.0,,Abu galeb,Tue Feb  1 16:04:44 2022
Adult,17.82888888900004,38.36527777800006,Late,2019-01-29,200.0,,Gdeef,Tue Feb  1 16:04:44 2022
Adult,18.66944444400008,37.40194444400004,Late,2019-03-28,200.0,,Ashad,Tue Feb  1 16:04:44 2022
ControlREV,17.847777778000022,38.39472222200004,Early,2019-01-01,200.0,,Meihteb,Tue Feb  1 16:04:44 2022
Adult,17.834166667000034,38.37666666700005,Late,2019-12-22,200.0,,Gadef,Tue Feb  1 16:04:44 2022
Adult,16.793888889000073,31.605000000000075,Late,2019-12-27,1000.0,,Gmor,Tue Feb  1 16:04:44 2022
Adult,14.70166666700004,30.751111111000057,Early,2019-08-01,200.0,,Wedai,Tue Feb  1 16:04:44 2022
Adult,15.4980555555556,36.4891666666667,Middle,2020-06-12,400.0,,East Mokram,Tue Feb  1 16:04:44 2022
Adult,15.4888888888889,33.1702777777778,Early,2020-06-04,300.0,,Abodelig,Tue Feb  1 16:04:44 2022
ControlREV,17.602500000000077,32.96000000000004,Early,2019-12-04,600.0,,W Foraa,Tue Feb  1 16:04:44 2022
Hopper,19.032500000000027,37.35166666700008,Middle,2019-01-14,100.0,,Goap,Tue Feb  1 16:04:44 2022
Adult,14.850000000000025,29.154722222000032,Late,2019-08-31,400.0,,GhlaBrra,Tue Feb  1 16:04:44 2022
Band,18.70666666700004,37.45472222200004,Late,2019-03-26,700.0,,ashed4,Tue Feb  1 16:04:44 2022
Adult,19.726111111000023,35.55166666700006,Late,2019-01-29,500.0,,Wady,Tue Feb  1 16:04:44 2022
Adult,17.24083333300007,36.06000000000006,Early,2019-08-02,300.0,,Kh Hambokeb,Tue Feb  1 16:04:44 2022
Adult,19.109166667000068,30.337500000000038,Late,2020-01-26,200.0,,Zadna,Tue Feb  1 16:04:44 2022
Adult,17.4277777777778,33.9355555555556,Early,2020-06-06,200.0,,Mkabrab,Tue Feb  1 16:04:44 2022
Adult,16.9480555555556,35.7294444444444,Late,2020-08-20,600.0,,adraab,Tue Feb  1 16:04:44 2022
Adult,20.44222222200005,35.79305555600007,Late,2019-12-22,200.0,,oko,Tue Feb  1 16:04:44 2022
ControlREV,16.81333333300006,31.61694444400007,Late,2019-11-27,1000.0,,Wadi gomr,Tue Feb  1 16:04:44 2022
Adult,14.613333333000073,29.595000000000027,Middle,2018-09-14,500.0,,El dewid,Tue Feb  1 16:04:44 2022
Adult,18.291944444000023,37.69361111100005,Late,2020-02-22,200.0,,Krimbet,Tue Feb  1 16:04:44 2022
Adult,18.224722222000025,36.38944444400005,Late,2019-10-26,200.0,,asot1,Tue Feb  1 16:04:44 2022
Adult,21.75694444400005,36.77527777800003,Early,2020-02-08,200.0,,Fodokwan,Tue Feb  1 16:04:44 2022
Adult,16.6041666666667,33.7452777777778,Middle,2020-07-14,300.0,,bstami,Tue Feb  1 16:04:44 2022
Band,17.981388889000073,38.40583333300003,Middle,2019-02-12,300.0,,Balatat,Tue Feb  1 16:04:44 2022
ControlREV,19.71861111100003,37.20750000000004,Early,2019-01-02,100.0,,North PortSudan,Tue Feb  1 16:04:44 2022
Band,17.917222222000078,38.32250000000005,Early,2020-02-04,200.0,,Oplai,Tue Feb  1 16:04:44 2022
Adult,19.75250000000005,37.17527777800007,Early,2018-12-08,300.0,,Daherbab,Tue Feb  1 16:04:44 2022
Adult,16.86444444400007,35.95027777800004,Late,2019-10-21,300.0,,Adraiyab2,Tue Feb  1 16:04:44 2022
Adult,17.286388889000023,32.83805555600003,Middle,2019-11-11,200.0,,Zoz Abualnaga,Tue Feb  1 16:04:44 2022
ControlREV,20.142222222000044,37.10250000000008,Late,2019-03-22,700.0,,Aid,Tue Feb  1 16:04:44 2022
ControlREV,24.4663888888889,54.6808333333333,Early,2020-05-31,32.0,,user 4,Tue Feb  1 16:04:44 2022
Adult,17.8202777777778,36.0722222222222,Early,2020-10-09,300.0,,Adrot,Tue Feb  1 16:04:44 2022
Adult,20.162222222000025,35.83055555600004,Late,2018-12-25,200.0,,Almhrk,Tue Feb  1 16:04:44 2022
ControlREV,19.03111111100003,37.35750000000007,Middle,2019-03-11,300.0,,Goup,Tue Feb  1 16:04:44 2022
Adult,17.3991666666667,34.4280555555556,Middle,2020-07-14,500.0,,rgeef,Tue Feb  1 16:04:44 2022
Adult,18.184444444000064,38.28750000000008,Early,2019-03-09,500.0,,Algagah,Tue Feb  1 16:04:44 2022
ControlREV,18.0580555555556,36.2386111111111,Early,2020-10-08,900.0,,Abusumr,Tue Feb  1 16:04:44 2022
Adult,18.24500000000006,37.617500000000064,Middle,2019-01-14,200.0,,Tomsiy,Tue Feb  1 16:04:44 2022
Adult,17.01861111100004,33.17111111100007,Late,2019-08-27,200.0,,Wadi,Tue Feb  1 16:04:44 2022
Adult,14.699722222000048,30.44027777800005,Late,2019-07-31,200.0,,Alhabobia,Tue Feb  1 16:04:44 2022
Adult,17.347222222000028,35.902222222000034,Late,2018-11-24,300.0,,W lashop,Tue Feb  1 16:04:44 2022
Adult,17.728055556000072,38.38250000000005,Late,2019-11-23,200.0,,Karora,Tue Feb  1 16:04:44 2022
Adult,18.9311111111111,32.2702777777778,Middle,2020-07-11,100.0,,nkhela,Tue Feb  1 16:04:44 2022
Band,18.071944444000053,38.29833333300007,Late,2019-02-26,200.0,,Adarat,Tue Feb  1 16:04:44 2022
Band,16.89250000000004,31.56611111100005,Late,2019-11-23,1000.0,,wadi,Tue Feb  1 16:04:44 2022
ControlREV,16.808055556000056,31.61777777800006,Early,2019-12-10,1000.0,,Amjwaser,Tue Feb  1 16:04:44 2022
Band,20.30888888900006,37.04750000000007,Early,2019-03-06,400.0,,Wadi,Tue Feb  1 16:04:44 2022
Adult,18.98333333300008,37.38055555600005,Late,2019-01-27,100.0,,Hidoub,Tue Feb  1 16:04:44 2022
Adult,19.34250000000003,37.24055555600006,Late,2019-01-25,400.0,,Kmawab2,Tue Feb  1 16:04:44 2022
Band,17.8738888888889,35.8925,Early,2020-10-06,200.0,,Adrota,Tue Feb  1 16:04:44 2022
Adult,18.410833333000028,37.74138888900006,Late,2019-12-28,200.0,,Bogodiiab,Tue Feb  1 16:04:44 2022
Adult,17.336111111000037,35.79666666700007,Early,2019-08-01,300.0,,Algards,Tue Feb  1 16:04:44 2022
Swarm,17.76888888900004,38.380833333000055,Late,2019-02-22,200.0,,Khogaly,Tue Feb  1 16:04:44 2022
Adult,14.263888889000045,31.04111111100008,Early,2019-07-04,300.0,,Habous,Tue Feb  1 16:04:44 2022
ControlREV,17.891944444000046,38.34666666700008,Early,2019-03-03,300.0,,Gadembawoer,Tue Feb  1 16:04:44 2022
Adult,18.20083333300005,33.98611111100007,Middle,2019-12-12,400.0,,Dar Tway,Tue Feb  1 16:04:44 2022
Adult,16.86472222200007,35.95027777800004,Early,2019-10-04,300.0,,Adarayb East,Tue Feb  1 16:04:44 2022
Adult,15.7236111111111,31.6766666666667,Early,2020-07-09,300.0,,Wadi Mogadam,Tue Feb  1 16:04:44 2022
ControlREV,18.180000000000064,38.26555555600004,Early,2019-02-03,200.0,,Adobna,Tue Feb  1 16:04:44 2022
