Unnamed: 0,Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on,Soil_Moisture,Temperature_2m
172,Band,23.89527777800004,55.40805555600008,Early,2020-05-09,5.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0010000000474974,22.532499313354492
177,Swarm,11.42250000000007,42.74527777800006,Late,2020-03-23,50.0,Djibouti,Arta,Tue Feb  1 16:04:44 2022,0.0810000002384185,22.240999221801758
180,Band,24.08916666700003,55.40388888900003,Early,2020-05-01,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0010000000474974,32.17399978637695
184,Swarm,32.28333333300003,42.700000000000045,Early,2020-04-02,25.0,Iraq,Karbala,Tue Feb  1 16:04:44 2022,0.0189999993890523,16.125999450683594
196,Swarm,3.683333333000064,33.933333333000064,Middle,2020-05-16,100.0,Uganda,Karenga District are,Tue Feb  1 16:04:44 2022,0.3429999947547912,18.04199981689453
199,Band,23.69166666700005,55.56694444400006,Early,2020-05-04,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0,28.069499969482422
207,Swarm,11.2152777777778,42.6477777777778,Early,2021-07-01,5.0,Djibouti,Ali Sabieh,Tue Feb  1 16:04:44 2022,0.0020000000949949,29.659500122070312
212,Band,23.767222222000044,55.53416666700008,Early,2020-05-04,12.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0,27.600000381469727
213,Band,24.36222222200007,51.60222222200008,Early,2020-05-03,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0,27.406999588012695
214,Swarm,32.60000000000008,41.900000000000034,Early,2020-04-03,50.0,Iraq,Al Anbar,Tue Feb  1 16:04:44 2022,0.0049999998882412,14.662999153137207
216,Band,23.58277777800004,55.52138888900004,Early,2020-05-09,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.006000000052154,22.624000549316406
237,Band,31.416666667000072,44.38333333300005,Middle,2020-04-17,145.0,Iraq,Al Najaf,Tue Feb  1 16:04:44 2022,0.0,20.527999877929688
250,Band,23.595555556000026,55.54194444400008,Early,2020-05-03,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0,26.899999618530273
253,Band,31.8166666666667,64.55,Early,2020-06-05,3000.0,Afghanistan,Gerishk,Tue Feb  1 16:04:44 2022,0.0579999983310699,28.72599983215332
254,Band,23.90277777800003,55.49944444400006,Early,2020-05-03,14.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.003000000026077,26.743499755859375
255,Band,23.660277778000022,55.54472222200008,Early,2020-05-06,14.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0130000002682209,24.836999893188477
260,Swarm,-2.95138888888889,36.0355555555556,Early,2021-03-06,25.0,United Republic of Tanzania,Ererendeni  Engaruka,Tue Feb  1 16:04:44 2022,0.1889999955892563,22.65250015258789
264,Band,23.945555556000045,55.48527777800007,Middle,2020-04-17,82.0,United Arab Emirates,Al Zahrah,Tue Feb  1 16:04:44 2022,0.0,20.039499282836914
270,Band,23.953611111000043,55.49277777800006,Early,2020-05-06,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0040000001899898,24.928499221801758
271,Band,23.621666667000056,55.56888888900005,Early,2020-05-01,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0,31.411001205444336
273,Band,24.533888889000025,55.76500000000004,Early,2020-05-01,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022,0.0160000007599592,30.843000411987305
275,Swarm,-3.78194444444444,37.2980555555556,Early,2021-01-09,300.0,United Republic of Tanzania,Olichoronyori Manyar,Tue Feb  1 16:04:44 2022,0.1659999936819076,19.400501251220703
317,Swarm,17.851666667000075,38.34583333300003,Early,2019-01-04,400.0,,Mogal,Tue Feb  1 16:04:44 2022,0.4120000004768371,23.267499923706055
320,Band,16.791944444000023,31.60111111100008,Early,2019-12-06,600.0,,Wadi,Tue Feb  1 16:04:44 2022,0.0170000009238719,19.973501205444336
321,Swarm,2.700000000000045,33.58333333300004,Early,2020-02-10,100.0,,Kamrono near Arembwo,Tue Feb  1 16:04:44 2022,0.2649999856948852,19.1304988861084
324,Band,16.876666667000052,31.62888888900005,Early,2019-12-01,300.0,,Om jwaseer,Tue Feb  1 16:04:44 2022,0.0,20.388999938964844
335,Band,17.397500000000036,32.76611111100004,Late,2019-11-22,500.0,,Ubalnaga 10,Tue Feb  1 16:04:44 2022,0.0199999995529651,20.73699951171875
338,Band,21.42833333300007,36.78694444400003,Middle,2019-12-18,300.0,,Hibokwan2,Tue Feb  1 16:04:44 2022,0.0099999997764825,18.55299949645996
339,Swarm,17.76638888900004,38.35888888900007,Late,2019-02-28,300.0,,Shabri,Tue Feb  1 16:04:44 2022,0.025000000372529,23.90999984741211
351,Band,18.745555556000056,37.44388888900005,Late,2019-03-22,200.0,,Dunes,Tue Feb  1 16:04:44 2022,0.0230000000447034,21.315500259399414
353,Swarm,18.466111111000032,37.60000000000008,Middle,2019-01-18,1000.0,,Waten,Tue Feb  1 16:04:44 2022,0.1550000011920929,18.736499786376953
354,Swarm,17.973333333000028,38.45027777800004,Middle,2020-01-17,700.0,,Igitai,Tue Feb  1 16:04:44 2022,0.0659999996423721,23.327999114990234
370,Band,18.70666666700004,37.45472222200004,Late,2019-03-26,700.0,,ashed4,Tue Feb  1 16:04:44 2022,0.0189999993890523,21.726499557495117
383,Band,17.981388889000073,38.40583333300003,Middle,2019-02-12,300.0,,Balatat,Tue Feb  1 16:04:44 2022,0.164000004529953,19.398000717163086
385,Band,17.917222222000078,38.32250000000005,Early,2020-02-04,200.0,,Oplai,Tue Feb  1 16:04:44 2022,0.1609999984502792,21.5570011138916
403,Band,18.071944444000053,38.29833333300007,Late,2019-02-26,200.0,,Adarat,Tue Feb  1 16:04:44 2022,0.0120000001043081,24.022499084472656
404,Band,16.89250000000004,31.56611111100005,Late,2019-11-23,1000.0,,wadi,Tue Feb  1 16:04:44 2022,0.0,20.76500129699707
406,Band,20.30888888900006,37.04750000000007,Early,2019-03-06,400.0,,Wadi,Tue Feb  1 16:04:44 2022,0.0160000007599592,17.552000045776367
409,Band,17.8738888888889,35.8925,Early,2020-10-06,200.0,,Adrota,Tue Feb  1 16:04:44 2022,0.0,26.86250114440918
412,Swarm,17.76888888900004,38.380833333000055,Late,2019-02-22,200.0,,Khogaly,Tue Feb  1 16:04:44 2022,0.0270000007003545,19.00950050354004
419,Swarm,1.927500000000066,33.964722222000034,Early,2020-04-06,300.0,,Central cell,Tue Feb  1 16:04:44 2022,0.1449999958276748,20.791500091552734
420,Swarm,1.7705555560000334,34.59111111100003,Early,2020-04-08,1000.0,,Lokoreto,Tue Feb  1 16:04:44 2022,0.181999996304512,21.720001220703125
430,Band,17.9833333333333,36.2783333333333,Early,2020-10-08,400.0,,Amasa,Tue Feb  1 16:04:44 2022,0.0,27.34549903869629
433,Band,17.815833333000057,38.38388888900005,Late,2019-01-23,100.0,,Habayay,Tue Feb  1 16:04:44 2022,0.06700000166893,21.902999877929688
443,Band,21.52416666700003,36.83222222200004,Early,2020-01-05,500.0,,Habikwan,Tue Feb  1 16:04:44 2022,0.0219999998807907,13.28600025177002
450,Swarm,17.978333333000023,38.434444444000064,Middle,2020-02-17,800.0,,Platat,Tue Feb  1 16:04:44 2022,0.0160000007599592,23.025999069213867
451,Band,18.223888889000023,38.12777777800005,Late,2019-02-21,200.0,,Aideb,Tue Feb  1 16:04:44 2022,0.0430000014603138,19.89550018310547
452,Band,18.37972222200005,37.695555556000045,Late,2019-02-25,800.0,,bramio,Tue Feb  1 16:04:44 2022,0.0,21.6304988861084
456,Swarm,3.307222222000064,32.88666666700004,Early,2020-03-03,100.0,,Akuna cent,Tue Feb  1 16:04:44 2022,0.1379999965429306,23.843000411987305
473,Band,17.790000000000077,38.38888888900004,Late,2019-02-28,1000.0,,Mrak  Khogly,Tue Feb  1 16:04:44 2022,0.0219999998807907,24.187999725341797
476,Band,17.832777778000036,38.39805555600003,Late,2019-01-30,200.0,,galai,Tue Feb  1 16:04:44 2022,0.025000000372529,24.218000411987305
492,Band,17.75527777800005,38.368611111000064,Late,2019-01-29,200.0,,Shabri,Tue Feb  1 16:04:44 2022,0.0469999983906745,23.400999069213867
494,Band,18.2177777777778,36.3002777777778,Early,2020-10-09,400.0,,Guhwat Musa,Tue Feb  1 16:04:44 2022,0.0010000000474974,26.432998657226562
499,Band,17.478611111000077,32.72416666700008,Middle,2019-11-20,200.0,,Alrogam,Tue Feb  1 16:04:44 2022,0.0199999995529651,21.37150001525879
500,Band,17.00305555600005,31.55333333300007,Late,2019-11-30,1000.0,,West altmtam,Tue Feb  1 16:04:44 2022,0.0,18.3804988861084
504,Swarm,1.7333333330000755,34.10000000000008,Late,2020-02-24,100.0,,Ajamaka,Tue Feb  1 16:04:44 2022,0.1120000034570694,24.85449981689453
505,Band,18.26888888900004,37.66527777800008,Middle,2019-01-19,1000.0,,baharaira,Tue Feb  1 16:04:44 2022,0.0820000022649765,17.554500579833984
513,Band,18.07722222200005,38.29111111100008,Middle,2019-02-15,200.0,,Adart,Tue Feb  1 16:04:44 2022,0.1169999986886978,23.359500885009766
527,Swarm,1.6744444440000734,33.638611111000046,Late,2020-02-25,100.0,,Owolo,Tue Feb  1 16:04:44 2022,0.1659999936819076,21.361499786376953
529,Band,21.70777777800004,36.78027777800003,Middle,2019-12-14,200.0,,Adlwab,Tue Feb  1 16:04:44 2022,0.0240000002086162,19.01099967956543
532,Swarm,34.1788888888889,36.4205555555556,Late,2021-04-21,100.0,,Aarsal,Tue Feb  1 16:04:44 2022,0.025000000372529,16.732999801635742
544,Band,17.95166666700004,38.443333333000055,Middle,2020-02-16,200.0,,Halaibai North,Tue Feb  1 16:04:44 2022,0.0209999997168779,23.01300048828125
546,Swarm,3.795833333000076,32.761388889000045,Late,2020-02-23,100.0,,Loboni,Tue Feb  1 16:04:44 2022,0.2689999938011169,20.70800018310547
553,Band,18.723888889000023,37.45166666700004,Middle,2019-03-18,200.0,,Dunes,Tue Feb  1 16:04:44 2022,0.0149999996647238,20.715499877929688
554,Band,18.637222222000048,37.47666666700008,Late,2019-03-22,1000.0,,serab,Tue Feb  1 16:04:44 2022,0.0040000001899898,20.856000900268555
560,Band,16.85555555600007,31.60250000000008,Early,2019-12-01,800.0,,Om jwaseer,Tue Feb  1 16:04:44 2022,0.0099999997764825,20.402000427246094
566,Band,21.58000000000004,36.91500000000008,Late,2019-12-27,300.0,,Habikwan,Tue Feb  1 16:04:44 2022,0.0170000009238719,16.449499130249023
571,Swarm,3.1550000000000296,32.933333333000064,Early,2020-03-05,100.0,,Wangopok,Tue Feb  1 16:04:44 2022,0.1780000030994415,22.236000061035156
573,Band,21.72972222200008,36.85277777800008,Early,2020-01-07,500.0,,Wasie,Tue Feb  1 16:04:44 2022,0.0170000009238719,16.088499069213867
575,Swarm,16.9430555555556,36.4802777777778,Late,2020-09-22,600.0,,South Ody,Tue Feb  1 16:04:44 2022,0.0,29.741498947143555
588,Swarm,3.640833333000046,33.09138888900003,Early,2020-03-01,100.0,,Locimidik,Tue Feb  1 16:04:44 2022,0.0659999996423721,22.590499877929688
589,Swarm,21.882222222000053,36.815000000000055,Middle,2020-02-12,1000.0,,Wadi Maroub,Tue Feb  1 16:04:44 2022,0.0170000009238719,15.675999641418457
606,Band,19.828611111000043,37.17361111100007,Middle,2019-02-17,400.0,,Takamoy,Tue Feb  1 16:04:44 2022,0.0,17.532499313354492
617,Swarm,18.2805555555556,36.1541666666667,Middle,2020-09-18,1000.0,,kas,Tue Feb  1 16:04:44 2022,0.003000000026077,30.025999069213867
622,Band,17.976111111000023,38.445555556000045,Late,2019-02-28,800.0,,East Bolatat,Tue Feb  1 16:04:44 2022,0.006000000052154,24.96500015258789
631,Band,17.99750000000006,38.47944444400008,Late,2019-01-25,200.0,,North Bolatat,Tue Feb  1 16:04:44 2022,0.0149999996647238,24.808500289916992
637,Swarm,21.81222222200006,36.84055555600003,Late,2020-01-29,1000.0,,Wadi Maroub,Tue Feb  1 16:04:44 2022,0.0350000001490116,19.575998306274414
645,Band,18.17444444400008,38.27583333300004,Early,2020-02-06,200.0,,algga,Tue Feb  1 16:04:44 2022,0.3199999928474426,23.26300048828125
646,Band,17.83333333300004,38.36166666700007,Early,2020-03-01,200.0,,Gadef,Tue Feb  1 16:04:44 2022,0.1870000064373016,20.73699951171875
647,Swarm,17.910277778000022,38.31750000000005,Middle,2020-01-18,700.0,,Owbalai,Tue Feb  1 16:04:44 2022,0.1280000060796737,21.2810001373291
648,Band,17.378333333000057,31.501111111000057,Late,2019-11-29,300.0,,Om alhasn,Tue Feb  1 16:04:44 2022,0.0,20.76099967956543
652,Swarm,18.20833333300004,38.16250000000008,Late,2019-01-27,1000.0,,mgban2,Tue Feb  1 16:04:44 2022,0.164000004529953,25.434999465942383
653,Swarm,3.366666667000061,32.75000000000006,Middle,2020-02-19,100.0,,Gogo,Tue Feb  1 16:04:44 2022,0.221000000834465,22.864999771118164
654,Band,18.0158333333333,36.2113888888889,Early,2020-10-03,1000.0,,Amasa,Tue Feb  1 16:04:44 2022,0.0,27.21700096130371
662,Swarm,29.825277778000043,47.961388889000034,Early,2020-03-04,3.0,,Al abdaly area,Tue Feb  1 16:04:44 2022,0.0049999998882412,12.501999855041504
675,Swarm,2.623333333000062,33.667500000000075,Late,2020-02-27,100.0,,Abuk,Tue Feb  1 16:04:44 2022,0.1710000038146972,23.94499969482422
682,Swarm,3.3716666670000563,33.05333333300007,Middle,2020-03-11,100.0,,Juba,Tue Feb  1 16:04:44 2022,0.1720000058412552,23.135000228881836
683,Swarm,17.943611111000052,38.40916666700008,Middle,2020-01-17,1000.0,,south platat,Tue Feb  1 16:04:44 2022,0.0799999982118606,22.589500427246094
686,Swarm,2.6027777780000747,33.14750000000004,Early,2020-04-09,50.0,,Okwi central,Tue Feb  1 16:04:44 2022,0.1280000060796737,24.5
688,Band,17.84027777800003,38.323888889000045,Early,2019-02-09,300.0,,Ayat,Tue Feb  1 16:04:44 2022,0.025000000372529,24.17650032043457
693,Swarm,18.25500000000005,37.63277777800005,Late,2020-01-23,500.0,,Bahar aira,Tue Feb  1 16:04:44 2022,0.0320000015199184,19.041500091552734
700,Swarm,18.28777777800008,37.87027777800006,Early,2019-01-10,1000.0,,shreet,Tue Feb  1 16:04:44 2022,0.289000004529953,22.275999069213867
702,Band,18.175000000000068,38.28333333300003,Early,2019-03-03,900.0,,Algaga,Tue Feb  1 16:04:44 2022,0.0120000001043081,22.025999069213867
713,Band,21.52305555600003,36.85833333300008,Middle,2019-12-18,200.0,,Hibokwan1,Tue Feb  1 16:04:44 2022,0.0230000000447034,20.53999900817871
715,Band,21.59916666700008,36.823888889000045,Middle,2020-01-14,500.0,,Hibikwan,Tue Feb  1 16:04:44 2022,0.0170000009238719,16.26300048828125
718,Swarm,4.417500000000075,32.54388888900007,Middle,2020-03-16,100.0,,Iluhum,Tue Feb  1 16:04:44 2022,0.1700000017881393,26.064001083374023
739,Swarm,1.8947222220000413,33.942222222000055,Early,2020-04-07,50.0,,Cheele,Tue Feb  1 16:04:44 2022,0.1040000021457672,21.717500686645508
744,Band,18.218055556000024,38.11416666700006,Early,2019-02-10,200.0,,aydep,Tue Feb  1 16:04:44 2022,0.0930000022053718,24.713001251220703
755,Swarm,3.7405555560000607,33.72111111100003,Early,2020-03-04,100.0,,Kipedo vall,Tue Feb  1 16:04:44 2022,0.257999986410141,21.69999885559082
759,Band,18.35861111100008,37.72500000000008,Middle,2019-02-15,400.0,,Glalma,Tue Feb  1 16:04:44 2022,0.1979999989271164,23.49799919128418
764,Swarm,2.585833333000039,33.79083333300008,Middle,2020-02-11,100.0,,Angolebwal,Tue Feb  1 16:04:44 2022,0.2179999947547912,21.80699920654297
775,Swarm,2.5152777780000406,33.94166666700005,Early,2020-04-09,600.0,,Atheder,Tue Feb  1 16:04:44 2022,0.1270000040531158,23.16750144958496
776,Band,19.84805555600008,37.20083333300005,Late,2019-02-25,300.0,,Takamoy,Tue Feb  1 16:04:44 2022,0.0,21.792999267578125
782,Band,17.347500000000025,32.23944444400007,Late,2019-11-30,300.0,,Wadi Allben,Tue Feb  1 16:04:44 2022,0.0020000000949949,18.58249855041504
791,Band,17.135,36.6975,Early,2020-10-06,400.0,,WestHmshkorab,Tue Feb  1 16:04:44 2022,0.0299999993294477,28.25
793,Swarm,17.983055556000068,38.349722222000025,Early,2020-01-08,600.0,,shakat,Tue Feb  1 16:04:44 2022,0.3129999935626983,21.762001037597656
795,Band,18.472222222000028,37.601944444000026,Middle,2019-03-18,300.0,,Watan,Tue Feb  1 16:04:44 2022,0.0230000000447034,20.986499786376953
800,Band,18.70277777800004,37.42111111100007,Middle,2019-03-16,200.0,,setrab,Tue Feb  1 16:04:44 2022,0.0040000001899898,20.563501358032227
805,Swarm,18.2152777777778,36.4291666666667,Late,2020-09-23,800.0,,Asot2,Tue Feb  1 16:04:44 2022,0.0,26.541000366210938
808,Band,17.91805555600007,38.44944444400005,Middle,2020-02-18,200.0,,Halebai,Tue Feb  1 16:04:44 2022,0.0219999998807907,22.724000930786133
811,Swarm,3.6375000000000455,34.19055555600005,Late,2020-02-26,100.0,,Meus,Tue Feb  1 16:04:44 2022,0.2870000004768371,19.27349853515625
817,Swarm,1.970555556000022,34.73527777800007,Early,2020-03-05,607.0,,Acerer,Tue Feb  1 16:04:44 2022,0.2549999952316284,17.243999481201172
818,Swarm,1.916944444000024,33.88583333300005,Early,2020-04-07,600.0,,Agule,Tue Feb  1 16:04:44 2022,0.1449999958276748,21.62799835205078
820,Band,16.290555556000072,30.664166667000075,Middle,2019-11-18,400.0,,almazrop3,Tue Feb  1 16:04:44 2022,0.0,16.316499710083008
826,Swarm,3.685277778000057,33.98500000000007,Late,2020-02-26,100.0,,Nakorichok,Tue Feb  1 16:04:44 2022,0.289000004529953,19.701499938964844
832,Swarm,3.596388889000025,33.687777778000054,Middle,2020-04-12,50.0,,Kangole,Tue Feb  1 16:04:44 2022,0.1309999972581863,18.595500946044922
839,Swarm,2.9411111110000547,34.073888889000045,Late,2020-02-24,100.0,,Kamor Sou,Tue Feb  1 16:04:44 2022,0.1330000013113021,23.25149917602539
849,Band,18.450000000000045,37.60305555600007,Early,2019-03-09,300.0,,Watan,Tue Feb  1 16:04:44 2022,0.0209999997168779,19.83650016784668
852,Swarm,3.4897222220000685,33.657777778000025,Late,2020-02-24,162.0,,Nakungurit,Tue Feb  1 16:04:44 2022,0.1679999977350235,22.088998794555664
858,Swarm,1.9666666670000268,34.16666666700007,Early,2020-02-10,100.0,,Katakwi - Param subc,Tue Feb  1 16:04:44 2022,0.1749999970197677,19.072498321533203
860,Band,17.1347222222222,36.69,Early,2020-10-08,500.0,,Wast Hmash korb,Tue Feb  1 16:04:44 2022,0.0280000008642673,28.575998306274414
862,Band,17.365277778000063,32.799166667000065,Middle,2019-11-13,300.0,,Gozaabualnga3,Tue Feb  1 16:04:44 2022,0.0070000002160668,20.056499481201172
863,Band,16.88361111100005,31.665833333000023,Late,2019-11-26,1000.0,,Amjwser,Tue Feb  1 16:04:44 2022,0.0,19.525999069213867
875,Swarm,2.550000000000068,34.36666666700006,Middle,2020-02-16,100.0,,Lopei sub county (Na,Tue Feb  1 16:04:44 2022,0.0869999974966049,20.42799949645996
876,Swarm,3.704166667000038,32.60583333300008,Late,2020-02-27,100.0,,Yoke,Tue Feb  1 16:04:44 2022,0.2560000121593475,23.62799835205078
885,Swarm,1.5905555560000266,33.96388888900003,Early,2020-04-06,4000.0,,Aduka,Tue Feb  1 16:04:44 2022,0.1120000034570694,21.999500274658203
890,Band,17.260277778000045,32.09055555600003,Early,2019-12-01,400.0,,Eid Almelih,Tue Feb  1 16:04:44 2022,0.0089999996125698,20.40250015258789
894,Band,18.182222222000064,38.26722222200004,Middle,2019-02-13,200.0,,Adobna,Tue Feb  1 16:04:44 2022,0.1659999936819076,18.72599983215332
902,Band,17.827500000000043,38.36416666700006,Middle,2020-02-12,200.0,,Gadef,Tue Feb  1 16:04:44 2022,0.3379999995231628,18.230501174926758
903,Band,18.07444444400005,32.38583333300005,Late,2019-11-21,100.0,,Um herog,Tue Feb  1 16:04:44 2022,0.0,22.44099998474121
908,Band,18.0408333333333,36.1955555555556,Early,2020-10-07,800.0,,Srobia,Tue Feb  1 16:04:44 2022,0.0020000000949949,26.932498931884766
909,Band,18.4325,36.6402777777778,Early,2020-10-04,1000.0,,hayab,Tue Feb  1 16:04:44 2022,0.0010000000474974,24.47599983215332
913,Band,17.289166667000075,32.95750000000004,Late,2019-11-25,300.0,,Sdaw,Tue Feb  1 16:04:44 2022,0.0260000005364418,20.70400047302246
942,Band,20.11222222200007,57.71888888900003,Early,2019-12-02,20.0,Oman,Ashtal 3,Tue Feb  1 16:04:44 2022,0.0149999996647238,19.229999542236328
975,Band,22.33000000000004,59.746944444000064,Late,2019-12-23,30.0,Oman,Mihaniah,Tue Feb  1 16:04:44 2022,0.0049999998882412,17.039499282836914
1003,Band,22.309166667000056,59.77138888900004,Early,2019-12-03,20.0,Oman,Wadi Mlahi,Tue Feb  1 16:04:44 2022,0.0,19.802499771118164
1018,Swarm,18.91277777800008,56.95388888900004,Late,2020-01-21,200.0,Oman,Hitam,Tue Feb  1 16:04:44 2022,0.0,16.554000854492188
1026,Swarm,22.099444444000028,59.63833333300005,Middle,2019-11-12,10.0,Oman,Ras Rewas,Tue Feb  1 16:04:44 2022,0.0289999991655349,22.31800079345703
1042,Swarm,23.61777777800006,58.586388889000034,Middle,2020-02-13,200.0,Oman,Old Muscat,Tue Feb  1 16:04:44 2022,0.0549999997019767,18.817501068115234
